,dvvmethod,t,station,dvv,dilation,maxshear,E0,E5,E10,E15,E20,E25,E30,E35,E40,E45,E50,E55,E60,E65,E70,E75,E80,E85,E90,E95,E100,E105,E110,E115,E120,E125,E130,E135,E140,E145,E150,E155,E160,E165,E170,E175,E180
0,stretching,2012-12-19,CCRB,-0.0027260425120458,0.6100791398155014,2.661834994352303,2.634947469466298,2.508192175304685,2.3144952040770965,2.0597419402388875,1.7516729328004084,1.399648702662238,1.0143653279242713,0.6075294489651244,0.1915025680980839,-0.2210745484214649,-0.6176659536821706,-0.9862214185201196,-1.315542571634276,-1.59562315643181,-1.8179530660712615,-1.9757769187526024,-2.064299316574828,-2.0808305512746075,-2.024868329650797,-1.8981130354891835,-1.7044160642615958,-1.4496628004233856,-1.1415937929849067,-0.7895695628467376,-0.4042861881087709,0.0025496908503776,0.4185765717174173,0.8311536882369661,1.2277450934976712,1.5963005583356222,1.925621711449778,2.205702296247311,2.428032205886763,2.585856058568103,2.67437845639033,2.690909691090109,2.634947469466298
0,stretching,2013-03-19,CCRB,0.049413605747389,0.650085764175323,2.765007664365771,2.741930507400183,2.5979765831283195,2.384960718510285,2.10935529280127,1.7795344373983677,1.4055195920955883,0.998675008706816,0.5713624540250232,0.1365656037936317,-0.2925044597109004,-0.7028106597289167,-1.0818860499978238,-1.4182126166057056,-1.7015712470156352,-1.923352232628992,-2.0768168704245094,-2.1573022150396226,-2.162362760005752,-2.0918447432248595,-1.9478908189529969,-1.7348749543349624,-1.4592695286259465,-1.1294486732230444,-0.7554338279202663,-0.348589244531494,0.0787233101503007,0.5135201603816912,0.9425902238862236,1.3528964239042391,1.7319718141731486,2.068298380781029,2.3516570111909583,2.5734379968043157,2.726902634599832,2.807387979214945,2.812448524181076,2.741930507400183
0,stretching,2013-06-17,CCRB,0.0168384374112555,0.724862141665727,3.087322121489294,2.991666397168741,2.8737182422094487,2.679465897320503,2.414811621704928,2.0877968016057724,1.7083576168542691,1.288023135073601,0.8395650067931616,0.3766094053099901,-0.0867769976916858,-0.5365144408414942,-0.9589378795074543,-1.341212191262276,-1.6717221645834242,-1.94042542117765,-2.1391575485637504,-2.2618801716144032,-2.3048644255288613,-2.266804255503013,-2.1488561005437217,-1.9546037556547764,-1.6899494800392,-1.3629346599400456,-0.9834954751885436,-0.5631609934078755,-0.1147028651274335,0.3482527363557368,0.8116391393574133,1.2613765825072207,1.6838000211731832,2.066074332928004,2.3965843062491503,2.665287562843377,2.864019690229477,2.9867423132801307,3.0297265671945874,2.9916663971687414
0,stretching,2013-09-15,CCRB,0.0194458017706114,0.7766679533486772,3.1725088349148547,3.122087020583149,2.9816336176102345,2.7623841173204173,2.471000304834408,2.116335729847266,1.7091666960010423,1.2618648283516836,0.788021167802047,0.3020332142014737,-0.1813325344016552,-0.6473892543309041,-1.0819760479873015,-1.4718882155571265,-1.805278473133848,-2.0720169264446056,-2.263998862561724,-2.3753910075038305,-2.402808767314005,-2.345419067234472,-2.204965664261557,-1.98571616397174,-1.6943323514857294,-1.3396677764985878,-0.9324987426523658,-0.4851968750030075,-0.0113532144533689,0.4746347391472039,0.9580004877503328,1.4240572076795806,1.85864400133598,2.2485561689058056,2.581946426482525,2.848684879793283,3.0406668159104013,3.152058960852509,3.1794767206626826,3.122087020583149
0,stretching,2013-12-14,CCRB,0.0352146685322787,0.9097440888286042,3.245843793817264,3.2697158862168,3.128201285338889,2.9054589282453542,2.608256728743409,2.245625025273352,1.828582198644624,1.3697998841104873,0.8832179501430066,0.3836209425834472,-0.1138111363017794,-0.5939640645085227,-1.042248638282325,-1.445043957692009,-1.7901112907815804,-2.0669659412476045,-2.2671958206308864,-2.384717045367572,-2.415958792512648,-2.3599717973881944,-2.2184571965102835,-1.9957148394167488,-1.6985126399148045,-1.3358809364447477,-0.9188381098160204,-0.4600557952818836,0.0265261386855986,0.5261231462451573,1.023555225130384,1.5037081533371264,1.9519927271109312,2.354788046520615,2.6998553796101845,2.9767100300762084,3.17693990945949,3.294461134196177,3.3257028813412512,3.2697158862168
0,stretching,2014-03-14,CCRB,0.0472422203460875,0.8620173807307664,3.195737895117112,3.20599468015314,3.046740650253679,2.80800892837725,2.497053257088988,2.123321867109825,1.6981703976070688,1.2345168608445385,0.7464491349167502,0.2487969107018364,-0.24331890079161,-0.7149456096539775,-1.151753076991111,-1.5404691289432175,-1.8692828249715452,-2.1282033273100303,-2.3093634675152157,-2.4072587863984194,-2.418914784232798,-2.343977299422373,-2.1847232695229124,-1.9459915476464835,-1.635035876358221,-1.2613044863790583,-0.8361530168763032,-0.372499480113773,0.1155682458140173,0.6132204700289303,1.1053362815223768,1.5769629903847435,2.01377045772188,2.402486509673986,2.731300205702312,2.990220708040796,3.171380848245981,3.2692761671291866,3.280932164963564,3.20599468015314
0,stretching,2014-06-12,CCRB,0.0454635592579883,0.9725772961394816,3.426747116025584,3.420072050237963,3.263032477206533,3.021622948026955,2.703178569084238,2.317375111691922,1.8759350186769048,1.392271223885983,0.8810796069781872,0.357892466557824,-0.1613934208589027,-0.660999816354174,-1.125746432413899,-1.5415121782822394,-1.8956642221586049,-2.1774418333993912,-2.378283341873401,-2.4920862799763555,-2.515392803021064,-2.447494754098481,-2.290455181067052,-2.0490456518874742,-1.7306012729447566,-1.3447978155524412,-0.9033577225374244,-0.4196939277465026,0.0914976891612948,0.6146848295816572,1.133970716998384,1.633577112493654,2.098323728553382,2.514089474421722,2.8682415182980856,3.1500191295388724,3.3508606380128807,3.464663576115837,3.4879700991605453,3.420072050237963
0,stretching,2014-09-10,CCRB,0.0206239955968425,1.0020823240923211,3.53385749920943,3.575743469985897,3.4088577717174786,3.1536195371903983,2.817784051003985,2.411555504465056,1.9472769463986328,1.4390552458552788,0.9023324620334126,0.3534166451246306,-0.1910136755391009,-0.7144162601594501,-1.200887786057213,-1.635647062084458,-2.005484147637905,-2.299161730019608,-2.507756564496926,-2.624930602578345,-2.6471235704096863,-2.573661145893576,-2.406775447625157,-2.151537213098078,-1.815701726911664,-1.4094731803727347,-0.9451946223063128,-0.4369729217629587,0.0997498620589093,0.6486656789676905,1.1930959996314223,1.71649858425177,2.202970110149536,2.63772938617678,3.0075664717302257,3.301244054111928,3.5098388885892464,3.627012926670667,3.649205894502007,3.5757434699858965
0,stretching,2014-12-09,CCRB,,1.155707405560281,3.608698466588784,3.767936248868727,3.5808613741528217,3.30254163093746,2.9414336237836567,2.508509436759312,2.0169232522169493,1.4816116676192783,0.918839854583566,0.3457073498726261,-0.2203715053769423,-0.7621966915981032,-1.2633051246842986,-1.708470878469308,-2.0841678167891144,-2.3789805782846942,-2.58395142638046,-2.6928524255772746,-2.702374674121109,-2.612228843308446,-2.425153968592541,-2.146834225377179,-1.7857262182233764,-1.3528020311990303,-0.8612158466566692,-0.3259042620589992,0.2368675509767157,0.8100000556876551,1.3760789109372236,1.917904097158384,2.419012530244581,2.86417828402959,3.239875222349396,3.534687983844976,3.73965883194074,3.848559831137556,3.858082079681389,3.767936248868728
0,stretching,2015-03-09,CCRB,0.0539843914989097,0.9465442823210476,3.858638425865673,3.781452655402916,3.5834865153841045,3.291018085448921,2.912933870844782,2.4607217691125878,1.948122016133108,1.390709696012634,0.8054215000337807,0.2100411138612494,-0.3773411307481204,-0.9388779215216309,-1.4575072472229542,-1.9174708182297584,-2.3047928741898,-2.6077048304271475,-2.817002860432379,-2.9263275494736942,-2.932357122195539,-2.834908373081869,-2.6369422330630568,-2.3444738031278733,-1.966389588523734,-1.5141774867915403,-1.0015777338120615,-0.4441654136915879,0.1411227822872679,0.7365031684597982,1.3238854130691675,1.8854222038426776,2.404051529544004,2.864015100550807,3.2513371565108464,3.554249112748196,3.7635471427534255,3.872871831794744,3.8789014045165855,3.7814526554029166
0,stretching,2015-09-05,CCRB,0.0624659290222719,1.2088657065478992,4.089993931203498,4.210231797805314,4.009111033766622,3.704540846063949,3.30577544573069,2.824931117670938,2.2766180734738244,1.6774965275274865,1.0457704848353735,0.4006346215358844,-0.2383089356191247,-0.8516462099665404,-1.42074125878895,-1.928302417003877,-2.3589076956572987,-2.699473371254115,-2.9396515280758644,-3.07214447436353,-3.0929264789888253,-3.0013660912574136,-2.800245327218722,-2.495675139516049,-2.0969097391827884,-1.6160654111230393,-1.0677523669259257,-0.468630820979588,0.1630952217125275,0.8082310850120153,1.4471746421670248,2.060511916514439,2.629606965336852,3.137168123551778,3.567773402205199,3.9083390778020153,4.148517234623764,4.281010180911431,4.301792185536725,4.210231797805314
0,stretching,2015-12-04,CCRB,0.0400505787159286,1.2864215712565572,4.188411153418832,4.390845702322059,4.178241541631599,3.858227260231853,3.440526330128112,2.9378303827147074,2.365413579977373,1.7406685168104072,1.082577755821878,0.411137051774432,-0.2532522093048409,-0.8904028959152351,-1.4809555068578963,-2.0069663998833747,-2.452453000181442,-2.803879422829142,-3.0505677538046747,-3.1850224930016635,-3.2031583012069924,-3.1044241310655027,-2.891819970375043,-2.571805688975296,-2.1541047588715525,-1.651408811458149,-1.078992008720817,-0.4542469455538511,0.2038438154346805,0.875284519482126,1.539673780561398,2.176824467171792,2.7673770781144564,3.2933879711399325,3.738874571438001,4.0903009940857,4.33698932506123,4.471444064258221,4.489579872463549,4.39084570232206
0,stretching,2016-03-03,CCRB,0.0636588367810908,1.153502776276382,4.366279364158439,4.412662633733097,4.179345819218864,3.836565995916988,3.3947383553035397,2.86728760666298,2.2702400740897968,1.6217367447405986,0.9414820641191404,0.2501452264706291,-0.4312678482263058,-1.0820527685086516,-1.6824357638866867,-2.2141745008543072,-2.661112366961532,-3.009669381308169,-3.249254815391655,-3.37258898703344,-3.375924449838294,-3.259159857456714,-3.025843042942482,-2.683063219640607,-2.241235579027156,-1.7137848303865968,-1.1167372978134151,-0.4682339684642173,0.2120207121572436,0.9033575498057538,1.5847706245026885,2.2355555447850337,2.835938540163072,3.36767727713069,3.814615143237916,4.163172157584551,4.402757591668037,4.526091763309823,4.529427226114676,4.412662633733098
0,stretching,2016-06-01,CCRB,0.0697127272082572,1.1599740609643394,5.58281352241116,5.375567623943381,5.148908878356141,4.783425754407262,4.290223271874546,3.6842871386172495,2.9840284174259164,2.21072411519594,1.387870691839714,0.5404701322419987,-0.3057297263992048,-1.1250175295768736,-1.892499631971084,-2.5848564782652725,-3.181051156034259,-3.662968591683095,-4.015965967791581,-4.2293176377119535,-4.296541018914833,-4.215593562979043,-3.988934817391804,-3.623451693442924,-3.1302492109102067,-2.524313077652911,-1.82405435646158,-1.0507500542316026,-0.2278966308753739,0.6195039287223401,1.4657037873635437,2.28499159054121,3.052473692935425,3.744830539229612,4.341025216998598,4.822942652647432,5.17594002875592,5.389291698676293,5.456515079879171,5.375567623943382
0,stretching,2016-08-30,CCRB,0.0324754493242324,1.1547454279307925,4.990220592700835,5.003177721242236,4.783867902414024,4.436745855874075,3.972358709354274,3.404816631310384,2.7513641005936256,2.031855941686891,1.2681540459098637,0.483463108913925,-0.2983744322530783,-1.0536028395316726,-1.7592748799307092,-2.393949065589948,-2.938341142538765,-3.375910032994756,-3.693360427641956,-3.881046756876661,-3.93326626655894,-3.848432293311443,-3.6291224744832338,-3.2820004279432835,-2.81761328142348,-2.2500712033795924,-1.5966186726628349,-0.8771105137561007,-0.1134086179790701,0.6712823190168673,1.4531198601838706,2.208348267462464,2.9140203078615032,3.548694493520742,4.093086570469557,4.530655460925548,4.848105855572749,5.035792184807455,5.088011694489731,5.003177721242237
0,stretching,2017-11-23,CCRB,0.0567429764657688,1.271773608553497,6.104570792765065,5.85844491950879,5.560870187825895,5.113652328195702,4.530379828979916,3.82877512991708,3.030156134759116,2.1587884775531854,1.2411482236301783,0.3051174077571758,-0.6208631473799712,-1.5086579911821896,-2.331291926566416,-3.063769637678857,-3.68383515991897,-4.172648116161778,-4.515356172083138,-4.701546316822522,-4.725561257048784,-4.586671310955295,-4.289096579272398,-3.841878719642204,-3.258606220426417,-2.5570015213635835,-1.7583825262056203,-0.8870148689996906,0.03062538492332,0.966656200796321,1.892636755933468,2.7804315997356848,3.603065535119916,4.335543246232357,4.955608768472466,5.444421724715274,5.787129780636636,5.973319925376019,5.997334865602282,5.85844491950879
0,stretching,2018-02-21,CCRB,0.0567192784226137,1.35575851032439,6.009573821449918,5.964517264529696,5.6483827537342775,5.181222009330875,4.577229474143446,3.854757155718689,3.035757009863307,2.1451139415750475,1.2098896897967066,0.2585005701722679,-0.6801459403246068,-1.577529542450523,-2.4063836895528943,-3.1415240677924547,-3.760613808775376,-4.244842183996412,-4.579496159305859,-4.754407443007017,-4.764261444254008,-4.608758754205309,-4.292624243409889,-3.825463499006485,-3.2214709638190566,-2.4989986453943,-1.6799984995389194,-0.7893554312506608,0.1458688205276841,1.0972579401521212,2.0359044506489963,2.933288052774911,3.762142199877287,4.497282578116848,5.116372319099763,5.600600694320803,5.935254669630248,6.110165953331406,6.120019954578399,5.964517264529696
0,stretching,2018-05-22,CCRB,0.0540698225299271,1.3184061375728993,6.203286989900747,6.103396944230574,5.776174764932513,5.293475989959671,4.66996717733223,3.924593326811189,3.080002245667267,2.161856406517312,1.1980532060796802,0.2178773168917218,-0.7488891126465218,-1.6728713737809495,-2.525994733064573,-3.282337468926813,-3.918918490066384,-4.416395604281501,-4.759653221192303,-4.93826163180569,-4.946793909945392,-4.784990806657675,-4.457768627359616,-3.9750698523867727,-3.3515610397593294,-2.60618718923829,-1.7615961080943685,-0.8434502689444147,0.1203529314932209,1.1005288206811776,2.067295250219421,2.9912775113538475,3.8444008706374766,4.600743606499714,5.237324627639283,5.7348017418544,6.0780593587652,6.2566677693785895,6.265200047518292,6.103396944230575
0,stretching,2019-02-16,CCRB,,1.4801051573085957,6.670142554587321,6.561797803000036,6.205427095192388,5.682993748312679,5.010371635241822,4.207998038522258,3.300252673869682,2.3147169248477475,1.2813357964853282,0.2315080514516397,-0.8028678254589443,-1.7903628466459451,-2.700972475587185,-3.507028299497992,-4.184038720052764,-4.711433118206744,-5.0731868820464685,-5.258308306513905,-5.261172570802571,-5.081692645691441,-4.725321937883793,-4.202888591004085,-3.530266477933227,-2.727892881213663,-1.8201475165610888,-0.8346117675391544,0.1987693608232688,1.2485971058569556,2.28297298276754,3.270468003954539,4.181077632895784,4.987133456806591,5.664143877361357,6.191538275515338,6.553292039355064,6.738413463822501,6.741277728111166,6.561797803000037
0,stretching,2019-05-17,CCRB,0.0708153854042966,1.485848930227344,6.845755486323762,6.710986059731918,6.346628280791903,5.81200479702346,5.123359872448352,4.301617634628647,3.3717463056388617,2.36199955527276,1.3030580275836974,0.227097125040244,-0.833190624796307,-1.8455889151786635,-2.7793365363518063,-3.606062039345487,-4.3006457880945375,-4.841983206869542,-5.213626032130987,-5.404282084693636,-5.408158376876997,-5.225137129504577,-4.860779350564561,-4.326155866796117,-3.6375109422210072,-2.815768704401304,-1.8858973754115216,-0.8761506250454185,0.1827909026436472,1.2587518051870996,2.3190395550236502,3.331437845406004,4.265185466579153,5.091910969572833,5.78649471832188,6.327832137096885,6.699474962358329,6.89013101492098,6.89400730710434,6.710986059731919
0,stretching,2019-08-15,CCRB,0.0620095959890139,1.3358981924787436,7.144118665361517,6.85350373703398,6.543018054961087,6.054021375505775,5.401371615329034,4.60489920713712,3.688804562018457,2.6809227521987227,1.6118777564564797,0.5141519660244915,-0.5789007764310212,-1.634068616441925,-2.6192908131301724,-3.504631888595886,-4.263191202265236,-4.871920313241911,-5.312323295520684,-5.571018727339671,-5.64014627890926,-5.517605544555236,-5.207119862482343,-4.718123183027031,-4.06547342285029,-3.269001014658376,-2.352906369539716,-1.3450245597199812,-0.2759795639777346,0.8217462264542522,1.9147989689097644,2.9699668089206663,3.955189005608921,4.840530081074632,5.599089394743978,6.207818505720655,6.648221487999428,6.906916919818416,6.976044471388004,6.85350373703398
0,stretching,2019-11-13,CCRB,0.095053913963742,1.7172237787030713,6.992461692215373,7.105398838546875,6.762912285205728,6.241026552056712,5.555598873014635,4.727455621264052,3.781759510448695,2.747245038350372,1.6553454037142046,0.5392374244107395,-0.5671665233867764,-1.630248915591929,-2.617708531663208,-3.4995419108449672,-4.248954992139987,-4.843177238294435,-5.264153507049876,-5.499092647504444,-5.5408561527603695,-5.388175059843804,-5.045688506502655,-4.523802773353639,-3.838375094311564,-3.0102318425609798,-2.064535731745626,-1.030021259647304,0.0618783749888688,1.177986354292332,2.2843903020898475,3.347472694294998,4.334932310366283,5.2167656895480405,5.966178770843058,6.560401016997506,6.981377285752944,7.2163164262075155,7.258079931463441,7.1053988385468765
0,stretching,2009-01-09,EADB,-0.0123675402369322,-0.008613085529541,0.1098300126618058,0.0155375493479735,0.0144183839620957,0.0127302711528922,0.0105245033738443,0.0078681017627461,0.0048417797383467,0.0015374905639646,-0.0019443666058875,-0.0054979973030085,-0.0090154262568902,-0.0123897781686739,-0.0155185250630245,-0.0183066015487793,-0.0206692933327537,-0.0225348112206712,-0.0238464723955051,-0.0245644226961905,-0.0246668475661417,-0.0241506348775145,-0.0230314694916367,-0.0213433566824332,-0.0191375889033853,-0.0164811872922871,-0.0134548652678877,-0.0101505760935056,-0.0066687189236534,-0.0031150882265324,0.0004023407273492,0.0037766926391329,0.0069054395334834,0.0096935160192383,0.0120562078032127,0.0139217256911302,0.015233386865964,0.0159513371666495,0.0160537620366007,0.0155375493479735
