,dvvmethod,modelcase,freqband,a0,p1,a_{precip},p2,t_{shiftdays},S1,log10tmin1,log10tmax1,S2,log10tmin2,log10tmax2,b_{lin},logf,AIC,BIC,residu_absmean,residu_var
BP.MMNB-BP.MMNB,mwcs,wlin,0.9-1.2,-0.0269334906,-0.0037516912,0.0388800000,-0.0001784343,58.5828835675,0.0045309256,4.9030000000,9.3946480357,0.0240230650,6.9930000000,9.1356708928,0.0000107576,-3.4449764001,-7332.1295391847,-7278.5086551031,0.0218083068,0.0010172807
BP.MMNB-BP.SCYB,mwcs,wlin,0.9-1.2,-0.0147862071,-0.0036211858,0.0388800000,0.0006279994,3.8213797832,0.0012231522,4.9030000000,11.1051426901,0.0253537890,6.9930000000,8.8470190457,0.0000061155,-3.7295685865,-7522.6910026233,-7469.1844049920,0.0159924357,0.0005793139
BP.MMNB-BP.SMNB,mwcs,wlin,0.9-1.2,-0.0116411736,-0.0036829511,0.0388800000,0.0005264852,3.0968569225,0.0033842646,4.9030000000,11.3374124261,0.0224710248,6.9930000000,8.6292676167,0.0000074285,-3.6188710941,-7238.9207536989,-7185.7337252319,0.0184723205,0.0007273172
BP.MMNB-BP.VCAB,mwcs,wlin,0.9-1.2,-0.0329789046,-0.0087919826,0.0388800000,-0.0004891577,57.3850597434,0.0053312530,4.9030000000,10.1345548927,0.0427436449,6.9930000000,7.9995160051,0.0000091771,-3.6271313020,-7313.3056334489,-7260.0014870727,0.0176010813,0.0007132965
BP.SCYB-BP.SCYB,mwcs,wlin,0.9-1.2,0.0041412571,-0.0029858547,0.0388800000,0.0013408077,3.5113194477,0.0038051359,4.9030000000,10.6848174374,0.0170933661,6.9930000000,9.6549871689,0.0000077814,-3.4707463450,-7688.1208533691,-7633.9159138467,0.0216899439,0.0009798929
BP.SCYB-BP.SMNB,mwcs,wlin,0.9-1.2,-0.0199045862,-0.0039566535,0.0388800000,0.0008440180,0.8127531592,0.0021561522,4.9030000000,11.8336254231,0.0343160121,6.9930000000,8.1545321185,0.0000066958,-3.7626131997,-7667.7763953941,-7614.0987426633,0.0163103563,0.0005252085
BP.SCYB-BP.VCAB,mwcs,wlin,0.9-1.2,-0.0126942598,-0.0040924128,0.0388800000,0.0002599353,14.8510859297,0.0092727944,4.9030000000,8.9761481457,0.0266542418,6.9930000000,8.4294886035,0.0000042522,-3.6075649773,-7581.6168548859,-7527.8264031828,0.0170246190,0.0007308569
BP.SMNB-BP.SMNB,mwcs,wlin,0.9-1.2,-0.0049442281,-0.0000894343,0.0388800000,0.0008951616,0.6352573877,0.0061397213,4.9030000000,8.9634462854,0.0913497118,6.9930000000,7.5488774064,0.0000037056,-3.2228577266,-7300.4633387961,-7246.5332509491,0.0299841579,0.0015890578
BP.SMNB-BP.VARB,mwcs,wlin,0.9-1.2,-0.0252412684,-0.0089382056,0.0388800000,-0.0013940885,24.6230700391,0.0009061981,4.9030000000,10.9904827346,0.0624707999,6.9930000000,7.6745400533,0.0000083654,-2.8275216641,-4987.9245249762,-4938.2634468816,0.0418359344,0.0034544000
BP.SMNB-BP.VCAB,mwcs,wlin,0.9-1.2,-0.0371771598,-0.0079618203,0.0388800000,-0.0012237523,88.9122380751,0.0041935661,4.9030000000,10.4945555772,0.0662879383,6.9930000000,7.5693699105,0.0000113228,-3.3665255579,-7355.1323805898,-7301.3419288867,0.0236750544,0.0011924342
BP.VARB-BP.VARB,mwcs,wlin,0.9-1.2,0.0261170723,-0.0009433314,0.0388800000,0.0011936468,35.1291149170,0.0000042168,4.9030000000,9.9464482567,0.0052106746,6.9930000000,11.6604827651,0.0000049098,-2.3713320343,-4966.6913989646,-4916.2444701414,0.0710806206,0.0087760803
BP.VCAB-BP.VCAB,mwcs,wlin,0.9-1.2,-0.0426801951,-0.0069567271,0.0388800000,-0.0011662939,54.5249166611,0.0200479892,4.9030000000,7.8798469765,0.0425160545,6.9930000000,8.1718528517,0.0000088562,-3.6314561823,-7736.7741181501,-7682.7333913375,0.0192493907,0.0007200283
